,MAL_ID,Genres,Type,Episodes,Studios,Rating,Start_year,Start_season,Score,range_episodes,Genres_Split,Studios_Split
13292,35849,"Action, Drama, Mecha, Romance, Sci-Fi",TV,24,"A-1 Pictures, Trigger, CloverWorks",PG-13 - Teens 13 or older,2018,Winter,7.33,[13 - 25],"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']","['A-1Pictures', 'Trigger', 'CloverWorks']"
13293,35851,"Drama, Fantasy",Movie,1,P.A. Works,PG-13 - Teens 13 or older,2018,Winter,8.45,[1 - 13],"['Drama', 'Fantasy']",['P.A.Works']
13297,35857,"Action, Adventure, Comedy, Mystery, Seinen",TV,24,Telecom Animation Film,PG-13 - Teens 13 or older,2018,Spring,8.17,[13 - 25],"['Action', 'Adventure', 'Comedy', 'Mystery', 'Seinen']",['TelecomAnimationFilm']
13300,35860,"Slice of Life, Comedy, Romance, School, Shounen",TV,12,Shin-Ei Animation,PG-13 - Teens 13 or older,2018,Winter,7.77,[1 - 13],"['SliceofLife', 'Comedy', 'Romance', 'School', 'Shounen']",['Shin-EiAnimation']
13301,35868,"Action, School",Movie,2,Bibury Animation Studios,R+ - Mild Nudity,2019,Winter,6.99,[1 - 13],"['Action', 'School']",['BiburyAnimationStudios']
13302,35880,"Comedy, Sports, Drama, Shounen",Movie,1,TMS Entertainment,PG-13 - Teens 13 or older,2017,Fall,7.06,[1 - 13],"['Comedy', 'Sports', 'Drama', 'Shounen']",['TMSEntertainment']
13303,35883,"Slice of Life, Comedy",TV,13,"Gathering, Lesprit",PG-13 - Teens 13 or older,2017,Fall,6.65,[13 - 25],"['SliceofLife', 'Comedy']","['Gathering', 'Lesprit']"
13304,35889,"Action, Mystery",TV,12,Satelight,R - 17+ (violence & profanity),2018,Winter,7.41,[1 - 13],"['Action', 'Mystery']",['Satelight']
13306,35891,Hentai,OVA,2,Queen Bee,Rx - Hentai,2017,Summer,5.98,[1 - 13],['Hentai'],['QueenBee']
13308,35905,"Comedy, Game, Slice of Life",TV,12,Project No.9,PG-13 - Teens 13 or older,2018,Winter,6.92,[1 - 13],"['Comedy', 'Game', 'SliceofLife']",['ProjectNo.9']
13309,35909,"Adventure, Comedy, Slice of Life, Super Power",ONA,24,Studio PuYUKAI,PG-13 - Teens 13 or older,2017,Summer,6.04,[13 - 25],"['Adventure', 'Comedy', 'SliceofLife', 'SuperPower']",['StudioPuYUKAI']
13316,35923,"Slice of Life, Comedy",TV,12,EMT Squared,PG-13 - Teens 13 or older,2017,Fall,4.78,[1 - 13],"['SliceofLife', 'Comedy']",['EMTSquared']
13318,35928,"Action, Drama, Romance, Seinen, Supernatural, Vampire",TV,12,Platinum Vision,R - 17+ (violence & profanity),2018,Spring,6.79,[1 - 13],"['Action', 'Drama', 'Romance', 'Seinen', 'Supernatural', 'Vampire']",['PlatinumVision']
13323,35936,Hentai,OVA,2,T-Rex,Rx - Hentai,2017,Fall,7.1,[1 - 13],['Hentai'],['T-Rex']
13324,35946,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",Movie,1,A-1 Pictures,PG-13 - Teens 13 or older,2018,Summer,7.24,[1 - 13],"['Action', 'Adventure', 'Supernatural', 'Magic', 'Fantasy', 'Shounen']",['A-1Pictures']
13325,35949,"Action, Military, Sci-Fi, Space, Drama, Mecha",Movie,1,Sunrise,R+ - Mild Nudity,2017,Fall,7.28,[1 - 13],"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",['Sunrise']
13333,35964,"Action, Drama, Historical, Martial Arts",TV,24,Seven Arcs Pictures,R - 17+ (violence & profanity),2018,Winter,5.47,[13 - 25],"['Action', 'Drama', 'Historical', 'MartialArts']",['SevenArcsPictures']
13334,35965,"Fantasy, Magic",OVA,1,Kyoto Animation,PG - Children,2017,Fall,7.05,[1 - 13],"['Fantasy', 'Magic']",['KyotoAnimation']
13335,35968,"Comedy, Romance, Slice of Life",TV,11,A-1 Pictures,PG-13 - Teens 13 or older,2018,Spring,7.96,[1 - 13],"['Comedy', 'Romance', 'SliceofLife']",['A-1Pictures']
13336,35971,"Music, Comedy, School",ONA,12,Kyotoma,G - All Ages,2017,Fall,4.47,[1 - 13],"['Music', 'Comedy', 'School']",['Kyotoma']
13337,35972,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",TV,51,"A-1 Pictures, Bridge, CloverWorks",PG-13 - Teens 13 or older,2018,Fall,7.55,[49 - 61],"['Action', 'Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']","['A-1Pictures', 'Bridge', 'CloverWorks']"
13345,35982,"Action, Sci-Fi, Mecha",ONA,1,Sunrise,G - All Ages,2017,Summer,7.18,[1 - 13],"['Action', 'Sci-Fi', 'Mecha']",['Sunrise']
13346,35983,"Slice of Life, Sports",TV,12,C2C,PG-13 - Teens 13 or older,2018,Summer,6.7,[1 - 13],"['SliceofLife', 'Sports']",['C2C']
13349,35988,"Adventure, Comedy, Romance, Fantasy",TV,12,Studio Flad,PG-13 - Teens 13 or older,2018,Winter,6.53,[1 - 13],"['Adventure', 'Comedy', 'Romance', 'Fantasy']",['StudioFlad']
13351,35994,"Adventure, Horror, Psychological, Thriller",TV,16,J.C.Staff,R - 17+ (violence & profanity),2018,Summer,6.87,[13 - 25],"['Adventure', 'Horror', 'Psychological', 'Thriller']",['J.C.Staff']
13353,35997,"Fantasy, Magic, School",TV,10,Hoods Entertainment,PG-13 - Teens 13 or older,2018,Winter,5.4,[1 - 13],"['Fantasy', 'Magic', 'School']",['HoodsEntertainment']
13354,35999,"Action, Adventure, Magic, Fantasy",TV,12,Fanworks,PG-13 - Teens 13 or older,2017,Fall,5.05,[1 - 13],"['Action', 'Adventure', 'Magic', 'Fantasy']",['Fanworks']
13355,36000,"Sci-Fi, Adventure, Space, Fantasy",TV,12,TMS Entertainment,PG-13 - Teens 13 or older,2018,Fall,5.68,[1 - 13],"['Sci-Fi', 'Adventure', 'Space', 'Fantasy']",['TMSEntertainment']
13356,36001,"Seinen, Slice of Life",TV,12,EMT Squared,PG-13 - Teens 13 or older,2018,Spring,5.33,[1 - 13],"['Seinen', 'SliceofLife']",['EMTSquared']
13361,36009,Sports,TV,12,SILVER LINK.,PG-13 - Teens 13 or older,2017,Fall,5.65,[1 - 13],['Sports'],['SILVERLINK.']
13362,36010,Hentai,OVA,1,"G-Lam, Studio CA",Rx - Hentai,2017,Fall,6.72,[1 - 13],['Hentai'],"['G-Lam', 'StudioCA']"
13367,36022,"Action, Game, Shounen",TV,24,OLM,PG-13 - Teens 13 or older,2017,Fall,6.48,[13 - 25],"['Action', 'Game', 'Shounen']",['OLM']
13368,36023,"Action, Fantasy, Supernatural",TV,26,CloverWorks,R - 17+ (violence & profanity),2018,Spring,6.47,[25 - 37],"['Action', 'Fantasy', 'Supernatural']",['CloverWorks']
13369,36027,"Mystery, Dementia, Horror, Supernatural, Drama, School",TV,12,Seven,R - 17+ (violence & profanity),2017,Fall,5.0,[1 - 13],"['Mystery', 'Dementia', 'Horror', 'Supernatural', 'Drama', 'School']",['Seven']
13370,36028,"Action, Adventure, Historical, Seinen",TV,12,Geno Studio,R - 17+ (violence & profanity),2018,Spring,7.83,[1 - 13],"['Action', 'Adventure', 'Historical', 'Seinen']",['GenoStudio']
13371,36029,"Adventure, Demons, Fantasy, Shounen, Supernatural",TV,23,C-Station,PG-13 - Teens 13 or older,2018,Winter,5.41,[13 - 25],"['Adventure', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",['C-Station']
13372,36030,"Comedy, Parody",Movie,1,Khara,G - All Ages,2016,Fall,6.03,[1 - 13],"['Comedy', 'Parody']",['Khara']
13373,36032,"Supernatural, Drama, Romance",Special,1,Kyoto Animation,G - All Ages,2005,Spring,6.27,[1 - 13],"['Supernatural', 'Drama', 'Romance']",['KyotoAnimation']
13374,36033,Hentai,OVA,4,Suzuki Mirano,Rx - Hentai,2017,Fall,6.24,[1 - 13],['Hentai'],['SuzukiMirano']
13376,36037,"Action, Comedy, Ecchi, School",TV,12,TNK,R+ - Mild Nudity,2018,Fall,6.3,[1 - 13],"['Action', 'Comedy', 'Ecchi', 'School']",['TNK']
13377,36038,"Game, Comedy, Romance",ONA,10,Signal.MD,PG-13 - Teens 13 or older,2017,Fall,7.63,[1 - 13],"['Game', 'Comedy', 'Romance']",['Signal.MD']
13378,36039,"Action, Sci-Fi",ONA,12,Bones,R - 17+ (violence & profanity),2018,Winter,6.63,[1 - 13],"['Action', 'Sci-Fi']",['Bones']
13379,36040,"Sci-Fi, Adventure, Fantasy, Shounen",ONA,12,Toei Animation,PG-13 - Teens 13 or older,2019,Summer,5.12,[1 - 13],"['Sci-Fi', 'Adventure', 'Fantasy', 'Shounen']",['ToeiAnimation']
13380,36043,"Game, Comedy, Romance",Special,1,Signal.MD,PG-13 - Teens 13 or older,2017,Fall,7.41,[1 - 13],"['Game', 'Comedy', 'Romance']",['Signal.MD']
13381,36049,"Slice of Life, Comedy, Shounen",TV,12,Tezuka Productions,PG-13 - Teens 13 or older,2018,Winter,6.87,[1 - 13],"['SliceofLife', 'Comedy', 'Shounen']",['TezukaProductions']
13384,36052,Hentai,OVA,2,T-Rex,Rx - Hentai,2017,Fall,7.0,[1 - 13],['Hentai'],['T-Rex']
13400,36074,Music,Music,1,Onionskin,PG-13 - Teens 13 or older,2013,Summer,5.63,[1 - 13],['Music'],['Onionskin']
13401,36077,"Action, Space, Mecha, Military, Music, Sci-Fi",Movie,1,Satelight,PG-13 - Teens 13 or older,2018,Winter,6.76,[1 - 13],"['Action', 'Space', 'Mecha', 'Military', 'Music', 'Sci-Fi']",['Satelight']
13407,36083,"Game, Psychological",OVA,1,J.C.Staff,R - 17+ (violence & profanity),2017,Fall,6.58,[1 - 13],"['Game', 'Psychological']",['J.C.Staff']
13408,36084,Music,Music,1,Onionskin,G - All Ages,2011,Spring,4.151515151515151,[1 - 13],['Music'],['Onionskin']
13418,36094,"Fantasy, Seinen, Slice of Life",TV,12,Lerche,PG-13 - Teens 13 or older,2018,Winter,7.65,[1 - 13],"['Fantasy', 'Seinen', 'SliceofLife']",['Lerche']
13419,36095,Music,Music,1,Onionskin,PG-13 - Teens 13 or older,2014,Spring,5.67,[1 - 13],['Music'],['Onionskin']
13420,36096,"Music, Dementia",Music,1,Onionskin,PG-13 - Teens 13 or older,2014,Spring,5.2,[1 - 13],"['Music', 'Dementia']",['Onionskin']
13421,36097,"Slice of Life, Fantasy",ONA,1,Marza Animation Planet,G - All Ages,2015,Summer,5.66,[1 - 13],"['SliceofLife', 'Fantasy']",['MarzaAnimationPlanet']
13422,36098,Drama,Movie,1,Studio VOLN,PG-13 - Teens 13 or older,2018,Summer,8.59,[1 - 13],['Drama'],['StudioVOLN']
13424,36101,Music,Music,1,Onionskin,PG-13 - Teens 13 or older,2017,Spring,5.54,[1 - 13],['Music'],['Onionskin']
13425,36102,Music,Music,1,Onionskin,G - All Ages,2016,Spring,5.25,[1 - 13],['Music'],['Onionskin']
13428,36106,"Action, Horror, Supernatural, Drama, Fantasy",OVA,3,Wit Studio,R - 17+ (violence & profanity),2017,Fall,7.75,[1 - 13],"['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']",['WitStudio']
13430,36108,"Comedy, Slice of Life",TV,12,Production IMS,PG-13 - Teens 13 or older,2018,Winter,6.43,[1 - 13],"['Comedy', 'SliceofLife']",['ProductionIMS']
13443,36124,"Mystery, Comedy, Horror, Demons, Psychological, Supernatural, Drama, Thriller, School",TV,12,Studio Deen,R - 17+ (violence & profanity),2018,Winter,6.17,[1 - 13],"['Mystery', 'Comedy', 'Horror', 'Demons', 'Psychological', 'Supernatural', 'Drama', 'Thriller', 'School']",['StudioDeen']
13444,36125,Music,Music,1,Shaft,G - All Ages,2017,Summer,7.59,[1 - 13],['Music'],['Shaft']
13451,36137,Hentai,OVA,1,Office Takeout,Rx - Hentai,2017,Fall,6.39,[1 - 13],['Hentai'],['OfficeTakeout']
13453,36144,"Action, Demons, Supernatural, Fantasy",TV,24,MAPPA,R - 17+ (violence & profanity),2017,Fall,7.17,[13 - 25],"['Action', 'Demons', 'Supernatural', 'Fantasy']",['MAPPA']
13455,36148,"Adventure, Comedy, Fantasy",ONA,12,Haoliners Animation League,PG-13 - Teens 13 or older,2017,Spring,7.01,[1 - 13],"['Adventure', 'Comedy', 'Fantasy']",['HaolinersAnimationLeague']
13458,36155,Slice of Life,ONA,1,Bibury Animation Studios,G - All Ages,2017,Summer,5.25,[1 - 13],['SliceofLife'],['BiburyAnimationStudios']
13463,36160,"Action, Comedy, Romance, Fantasy",ONA,21,Haoliners Animation League,R - 17+ (violence & profanity),2017,Summer,7.68,[13 - 25],"['Action', 'Comedy', 'Romance', 'Fantasy']",['HaolinersAnimationLeague']
13465,36162,Slice of Life,Special,1,Shaft,G - All Ages,2017,Summer,5.51,[1 - 13],['SliceofLife'],['Shaft']
13467,36164,"Action, Military, Sci-Fi, Slice of Life, Space, Comedy",ONA,12,Hoods Entertainment,PG-13 - Teens 13 or older,2017,Summer,5.074074074074074,[1 - 13],"['Action', 'Military', 'Sci-Fi', 'SliceofLife', 'Space', 'Comedy']",['HoodsEntertainment']
13468,36166,"Sci-Fi, Comedy",TV,3,Jinnis Animation Studios,G - All Ages,2017,Fall,5.76,[1 - 13],"['Sci-Fi', 'Comedy']",['JinnisAnimationStudios']
13470,36169,Music,Music,1,Minakata Laboratory,G - All Ages,2010,Winter,5.91,[1 - 13],['Music'],['MinakataLaboratory']
13471,36170,Music,Music,1,Minakata Laboratory,G - All Ages,2010,Summer,5.44,[1 - 13],['Music'],['MinakataLaboratory']
13472,36172,Music,Music,1,Minakata Laboratory,G - All Ages,2010,Spring,5.48,[1 - 13],['Music'],['MinakataLaboratory']
13473,36173,Music,Music,1,Minakata Laboratory,G - All Ages,2017,Summer,7.07,[1 - 13],['Music'],['MinakataLaboratory']
13474,36175,Music,Music,1,Minakata Laboratory,G - All Ages,2015,Summer,6.23,[1 - 13],['Music'],['MinakataLaboratory']
13475,36180,Music,Music,1,Minakata Laboratory,G - All Ages,2009,Fall,5.41,[1 - 13],['Music'],['MinakataLaboratory']
13481,36186,Music,Special,1,A-1 Pictures,PG-13 - Teens 13 or older,2017,Fall,7.17,[1 - 13],['Music'],['A-1Pictures']
13482,36191,Music,Music,1,Tatsunoko Production,G - All Ages,2017,Summer,6.13,[1 - 13],['Music'],['TatsunokoProduction']
13483,36194,"Action, Military, Sci-Fi",Movie,1,Sola Digital Arts,R - 17+ (violence & profanity),2018,Winter,6.5,[1 - 13],"['Action', 'Military', 'Sci-Fi']",['SolaDigitalArts']
13484,36196,"Comedy, Fantasy, Parody",TV,12,Studio PuYUKAI,PG - Children,2018,Winter,6.14,[1 - 13],"['Comedy', 'Fantasy', 'Parody']",['StudioPuYUKAI']
13486,36198,"Ecchi, Romance, School",TV,12,Seven,R+ - Mild Nudity,2017,Fall,5.59,[1 - 13],"['Ecchi', 'Romance', 'School']",['Seven']
13488,36214,"Romance, School, Shoujo Ai",OVA,1,Zexcs,PG-13 - Teens 13 or older,2018,Spring,7.73,[1 - 13],"['Romance', 'School', 'ShoujoAi']",['Zexcs']
13489,36215,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",Special,1,Toei Animation,PG-13 - Teens 13 or older,2017,Summer,7.91,[1 - 13],"['Action', 'Adventure', 'Comedy', 'SuperPower', 'Drama', 'Fantasy', 'Shounen']",['ToeiAnimation']
13490,36220,"Comedy, Drama, Romance, School",TV,6,Lay-duce,PG-13 - Teens 13 or older,2017,Fall,7.52,[1 - 13],"['Comedy', 'Drama', 'Romance', 'School']",['Lay-duce']
13492,36223,Slice of Life,ONA,1,Shaft,G - All Ages,2017,Summer,5.41,[1 - 13],['SliceofLife'],['Shaft']
13493,36225,Hentai,OVA,1,Seven,Rx - Hentai,2017,Fall,7.2,[1 - 13],['Hentai'],['Seven']
13494,36226,"Action, Comedy, Historical",ONA,10,Studio LAN,PG-13 - Teens 13 or older,2017,Spring,6.22,[1 - 13],"['Action', 'Comedy', 'Historical']",['StudioLAN']
13496,36229,"Music, Romance, Fantasy",Music,1,Kaname Productions,G - All Ages,1985,Winter,5.99,[1 - 13],"['Music', 'Romance', 'Fantasy']",['KanameProductions']
13504,36242,"Fantasy, Shounen",ONA,1,Toei Animation,G - All Ages,2016,Winter,6.03,[1 - 13],"['Fantasy', 'Shounen']",['ToeiAnimation']
13505,36245,"Psychological, School",TV,12,Haoliners Animation League,R - 17+ (violence & profanity),2017,Fall,5.83,[1 - 13],"['Psychological', 'School']",['HaolinersAnimationLeague']
13512,36256,Hentai,OVA,4,Collaboration Works,Rx - Hentai,2017,Fall,7.19,[1 - 13],['Hentai'],['CollaborationWorks']
13514,36259,"Comedy, Kids, Slice of Life",TV,26,DandeLion Animation Studio,G - All Ages,2017,Fall,6.59,[25 - 37],"['Comedy', 'Kids', 'SliceofLife']",['DandeLionAnimationStudio']
13518,36266,"Drama, Horror, Psychological, Supernatural",TV,12,production doA,R - 17+ (violence & profanity),2018,Spring,6.48,[1 - 13],"['Drama', 'Horror', 'Psychological', 'Supernatural']",['productiondoA']
13519,36267,"Comedy, Mecha, Sci-Fi, Slice of Life, Space",TV,13,Gonzo,PG-13 - Teens 13 or older,2018,Spring,6.38,[13 - 25],"['Comedy', 'Mecha', 'Sci-Fi', 'SliceofLife', 'Space']",['Gonzo']
13526,36275,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Special,2,Shuka,PG-13 - Teens 13 or older,2017,Summer,8.4,[1 - 13],"['SliceofLife', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",['Shuka']
13531,36286,"Drama, Fantasy",Movie,1,White Fox,PG-13 - Teens 13 or older,2018,Fall,7.54,[1 - 13],"['Drama', 'Fantasy']",['WhiteFox']
13533,36288,"Action, Game",TV,10,drop,PG-13 - Teens 13 or older,2017,Fall,4.5,[1 - 13],"['Action', 'Game']",['drop']
13535,36290,"Action, Demons, Fantasy",ONA,15,"Pb Animation Co. Ltd., Studio LAN",PG-13 - Teens 13 or older,2017,Winter,6.69,[13 - 25],"['Action', 'Demons', 'Fantasy']","['PbAnimationCo.Ltd.', 'StudioLAN']"
13536,36291,Fantasy,ONA,10,Haoliners Animation League,PG-13 - Teens 13 or older,2015,Fall,6.64,[1 - 13],['Fantasy'],['HaolinersAnimationLeague']
13540,36296,"Comedy, Sci-Fi, Seinen, Slice of Life, Supernatural",TV,12,feel.,PG-13 - Teens 13 or older,2018,Spring,8.21,[1 - 13],"['Comedy', 'Sci-Fi', 'Seinen', 'SliceofLife', 'Supernatural']",['feel.']
13541,36297,"Music, Sports",ONA,1,A-1 Pictures,G - All Ages,2016,Summer,5.53,[1 - 13],"['Music', 'Sports']",['A-1Pictures']
13542,36298,"Comedy, Parody, Mecha",Special,1,Directions,PG-13 - Teens 13 or older,2018,Winter,5.94,[1 - 13],"['Comedy', 'Parody', 'Mecha']",['Directions']
13548,36308,"Sci-Fi, Thriller",ONA,1,CygamesPictures,R - 17+ (violence & profanity),2017,Summer,6.98,[1 - 13],"['Sci-Fi', 'Thriller']",['CygamesPictures']
13549,36309,"Comedy, School, Supernatural",TV,12,SILVER LINK.,PG-13 - Teens 13 or older,2018,Spring,5.64,[1 - 13],"['Comedy', 'School', 'Supernatural']",['SILVERLINK.']
13556,36316,"Action, Fantasy, Game, Sci-Fi",TV,12,Lerche,PG-13 - Teens 13 or older,2018,Summer,6.13,[1 - 13],"['Action', 'Fantasy', 'Game', 'Sci-Fi']",['Lerche']
13557,36317,"Comedy, Slice of Life",TV,12,DLE,PG-13 - Teens 13 or older,2018,Fall,7.32,[1 - 13],"['Comedy', 'SliceofLife']",['DLE']
13566,36342,"Action, Comedy, Mecha, Military, Sci-Fi",Movie,1,Gonzo,R - 17+ (violence & profanity),2017,Fall,6.9,[1 - 13],"['Action', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']",['Gonzo']
13567,36343,"Action, Comedy, Mecha, Military, Sci-Fi",Movie,1,Gonzo,R - 17+ (violence & profanity),2018,Winter,6.96,[1 - 13],"['Action', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']",['Gonzo']
13568,36344,"Action, Military, Sci-Fi, Comedy, Mecha",Movie,1,Gonzo,R - 17+ (violence & profanity),2018,Winter,6.96,[1 - 13],"['Action', 'Military', 'Sci-Fi', 'Comedy', 'Mecha']",['Gonzo']
13587,36369,"Action, Drama, Military, Sci-Fi, Space",Movie,4,Production I.G,R - 17+ (violence & profanity),2019,Summer,7.97,[1 - 13],"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",['ProductionI.G']
13588,36370,"Action, Drama, Military, Sci-Fi, Space",Movie,4,Production I.G,R - 17+ (violence & profanity),2019,Fall,8.09,[1 - 13],"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",['ProductionI.G']
13589,36371,"Action, Drama, Military, Sci-Fi, Space",Movie,4,Production I.G,R - 17+ (violence & profanity),2019,Fall,8.22,[1 - 13],"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",['ProductionI.G']
13614,36397,"Sci-Fi, Slice of Life",ONA,12,BigFireBird Animation,PG-13 - Teens 13 or older,2018,Spring,6.35,[1 - 13],"['Sci-Fi', 'SliceofLife']",['BigFireBirdAnimation']
13622,36407,"Action, Comedy, Magic, Romance, Fantasy",TV,12,SILVER LINK.,PG-13 - Teens 13 or older,2019,Spring,6.54,[1 - 13],"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy']",['SILVERLINK.']
13626,36418,Slice of Life,TV,25,Marza Animation Planet,G - All Ages,2018,Spring,6.49,[25 - 37],['SliceofLife'],['MarzaAnimationPlanet']
13629,36424,"Action, Mystery",ONA,1,"Actas, Studio 3Hz",R - 17+ (violence & profanity),2017,Summer,6.49,[1 - 13],"['Action', 'Mystery']","['Actas', 'Studio3Hz']"
13634,36431,Slice of Life,TV,12,Zero-G,PG-13 - Teens 13 or older,2018,Summer,6.13,[1 - 13],['SliceofLife'],['Zero-G']
13635,36432,"Action, Sci-Fi, Super Power, Magic",TV,26,J.C.Staff,PG-13 - Teens 13 or older,2018,Fall,6.76,[25 - 37],"['Action', 'Sci-Fi', 'SuperPower', 'Magic']",['J.C.Staff']
13636,36436,"Action, Military, Sci-Fi, Space, Mecha",Movie,1,Sunrise,PG-13 - Teens 13 or older,2017,Fall,5.67,[1 - 13],"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",['Sunrise']
13640,36444,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy",Movie,1,Doga Kobo,PG-13 - Teens 13 or older,2017,Fall,6.46,[1 - 13],"['Action', 'SliceofLife', 'Comedy', 'Historical', 'Drama', 'Fantasy']",['DogaKobo']
13642,36451,Music,Music,1,Akatsuki,PG-13 - Teens 13 or older,2017,Summer,5.9,[1 - 13],['Music'],['Akatsuki']
13644,36456,"Action, Comedy, Super Power, School, Shounen",TV,25,Bones,PG-13 - Teens 13 or older,2018,Spring,8.25,[25 - 37],"['Action', 'Comedy', 'SuperPower', 'School', 'Shounen']",['Bones']
13648,36466,"Action, Adventure, Comedy, Drama",Movie,1,Toei Animation,PG-13 - Teens 13 or older,2018,Spring,7.22,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Drama']",['ToeiAnimation']
13649,36468,"Comedy, Parody, School",ONA,12,Studio PuYUKAI,G - All Ages,2017,Fall,6.48,[1 - 13],"['Comedy', 'Parody', 'School']",['StudioPuYUKAI']
13650,36470,"Comedy, Romance, Slice of Life",TV,13,Doga Kobo,PG-13 - Teens 13 or older,2018,Spring,7.55,[13 - 25],"['Comedy', 'Romance', 'SliceofLife']",['DogaKobo']
13651,36473,Music,Special,1,Sunrise,PG-13 - Teens 13 or older,2017,Summer,6.76,[1 - 13],['Music'],['Sunrise']
13652,36474,"Action, Game, Adventure, Romance, Fantasy",TV,24,A-1 Pictures,R - 17+ (violence & profanity),2018,Fall,7.57,[13 - 25],"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",['A-1Pictures']
13653,36475,"Action, Fantasy, Game, Military, Sci-Fi",TV,12,Studio 3Hz,PG-13 - Teens 13 or older,2018,Spring,7.07,[1 - 13],"['Action', 'Fantasy', 'Game', 'Military', 'Sci-Fi']",['Studio3Hz']
13654,36480,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,2,Hoods Drifters Studio,R - 17+ (violence & profanity),2017,Fall,7.57,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Samurai', 'Seinen']",['HoodsDriftersStudio']
13655,36483,"Music, Shoujo",TV,12,Bandai Namco Pictures,PG-13 - Teens 13 or older,2019,Winter,6.71,[1 - 13],"['Music', 'Shoujo']",['BandaiNamcoPictures']
13656,36485,"Action, Drama, Mystery",Special,6,"Actas, Studio 3Hz",PG-13 - Teens 13 or older,2017,Summer,6.36,[1 - 13],"['Action', 'Drama', 'Mystery']","['Actas', 'Studio3Hz']"
13659,36491,"Action, Adventure, Comedy, Supernatural, Romance",ONA,12,Shanghai Foch Film Culture Investment,PG-13 - Teens 13 or older,2017,Winter,7.32,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Romance']",['ShanghaiFochFilmCultureInvestment']
13660,36492,"Drama, Romance",ONA,3,"Sunrise, The Answer Studio",G - All Ages,2017,Fall,6.8,[1 - 13],"['Drama', 'Romance']","['Sunrise', 'TheAnswerStudio']"
13663,36497,"Action, Comedy, Magic, Fantasy",Special,2,Madhouse,PG-13 - Teens 13 or older,2017,Summer,6.87,[1 - 13],"['Action', 'Comedy', 'Magic', 'Fantasy']",['Madhouse']
13664,36498,Comedy,Special,4,LIDENFILMS,PG-13 - Teens 13 or older,2016,Summer,6.38,[1 - 13],['Comedy'],['LIDENFILMS']
13665,36500,Comedy,ONA,13,"Gathering, Lesprit",PG-13 - Teens 13 or older,2017,Fall,6.53,[13 - 25],['Comedy'],"['Gathering', 'Lesprit']"
13666,36501,Parody,ONA,1,"W-Toon Studio, DMM.futureworks",G - All Ages,2017,Fall,6.04,[1 - 13],['Parody'],"['W-ToonStudio', 'DMM.futureworks']"
13667,36502,Parody,ONA,24,"W-Toon Studio, DMM.futureworks",G - All Ages,2017,Fall,6.65,[13 - 25],['Parody'],"['W-ToonStudio', 'DMM.futureworks']"
13669,36510,"Action, Fantasy",TV,12,AXsiZ,PG-13 - Teens 13 or older,2018,Fall,5.35,[1 - 13],"['Action', 'Fantasy']",['AXsiZ']
13670,36511,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",TV,12,"Studio Pierrot, Pierrot Plus",R - 17+ (violence & profanity),2018,Spring,6.53,[1 - 13],"['Action', 'Psychological', 'Supernatural', 'Mystery', 'Drama', 'Horror', 'Seinen']","['StudioPierrot', 'PierrotPlus']"
13671,36513,"Slice of Life, Seinen",TV,12,Zexcs,PG-13 - Teens 13 or older,2018,Spring,7.61,[1 - 13],"['SliceofLife', 'Seinen']",['Zexcs']
13672,36515,"Action, Super Power, Magic",ONA,6,A.C.G.T.,R - 17+ (violence & profanity),2018,Summer,6.03,[1 - 13],"['Action', 'SuperPower', 'Magic']",['A.C.G.T.']
13673,36516,"Action, Drama, Romance, Sci-Fi",TV,20,Diomedéa,PG-13 - Teens 13 or older,2018,Winter,6.2,[13 - 25],"['Action', 'Drama', 'Romance', 'Sci-Fi']",['Diomedéa']
13674,36517,"Action, Martial Arts, Samurai",Movie,1,Kamikaze Douga,PG-13 - Teens 13 or older,2018,Spring,6.13,[1 - 13],"['Action', 'MartialArts', 'Samurai']",['KamikazeDouga']
13675,36520,"Comedy, Parody",ONA,3,DLE,G - All Ages,2017,Summer,5.26,[1 - 13],"['Comedy', 'Parody']",['DLE']
